State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,address_for_geocode,latitude,longitude,reverse_address,location_name
Bihar,Unknown,2022,September,Tuesday,23:9,Fatal,1,Pedestrian,10,4,Hazy,State Highway,Under Construction,Dark,Police Checkpost,57,56,Female,Valid,Yes,Curve,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Telangana,Unknown,2020,October,Tuesday,8:45,Fatal,5,Car,6,4,Foggy,Urban Road,Damaged,Dark,Signs,117,20,Male,,No,Bridge,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Rajasthan,Jodhpur,2019,January,Tuesday,8:8,Minor,5,Pedestrian,1,3,Clear,Urban Road,Dry,Daylight,Police Checkpost,35,30,Male,Valid,Yes,Intersection,"Jodhpur, Rajasthan",26.2967719,73.0351433,"unnamed road, Paota, Jodhpur - 342010, Rajasthan, India",Paota
Odisha,Unknown,2020,September,Thursday,7:42,Serious,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Daylight,,39,43,Male,,Yes,Bridge,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
Jammu and Kashmir,Unknown,2019,October,Thursday,19:16,Minor,2,Pedestrian,9,5,Clear,National Highway,Wet,Dawn,Police Checkpost,35,61,Male,Expired,No,Bridge,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Rajasthan,Jodhpur,2020,December,Monday,1:15,Minor,5,Two-Wheeler,2,4,Clear,State Highway,Under Construction,Dusk,Signs,74,26,Male,Expired,No,Curve,"Jodhpur, Rajasthan",26.2967719,73.0351433,"unnamed road, Paota, Jodhpur - 342010, Rajasthan, India",Paota
Mizoram,Unknown,2019,January,Tuesday,11:19,Minor,1,Truck,6,1,Stormy,Urban Road,Wet,Daylight,,99,61,Male,,No,Curve,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Uttar Pradesh,Kanpur,2022,February,Sunday,23:41,Serious,4,Truck,3,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,35,44,Female,Expired,Yes,Curve,"Kanpur, Uttar Pradesh",26.4609135,80.3217588,"Kalpi Road, Kanpur Nagar, Kanpur - 208022, Uttar Pradesh, India",Kanpur Nagar
Tamil Nadu,Chennai,2020,September,Wednesday,23:49,Fatal,3,Car,8,1,Hazy,National Highway,Under Construction,Daylight,Signs,47,40,Male,,Yes,Curve,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Tamil Nadu,Chennai,2020,July,Thursday,16:30,Fatal,3,Auto-Rickshaw,6,1,Foggy,State Highway,Dry,Dark,Signs,119,63,Male,Valid,No,Bridge,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Tamil Nadu,Chennai,2021,February,Friday,14:19,Serious,5,Bus,9,2,Rainy,State Highway,Wet,Daylight,Signs,106,46,Female,,No,Intersection,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Sikkim,Unknown,2020,July,Tuesday,16:20,Serious,5,Pedestrian,7,5,Stormy,National Highway,Wet,Daylight,Police Checkpost,111,63,Female,Expired,No,Curve,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
West Bengal,Siliguri,2022,August,Wednesday,11:6,Serious,3,Auto-Rickshaw,7,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,80,26,Male,,No,Straight Road,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Uttar Pradesh,Lucknow,2020,November,Wednesday,18:31,Minor,4,Auto-Rickshaw,1,0,Rainy,State Highway,Dry,Daylight,Police Checkpost,77,19,Male,Expired,Yes,Intersection,"Lucknow, Uttar Pradesh",26.8381,80.9346001,"unnamed road, Ganesh Ganj, Lucknow - 226001, Uttar Pradesh, India",Ganesh Ganj
Sikkim,Unknown,2021,November,Tuesday,21:38,Minor,2,Auto-Rickshaw,7,3,Clear,National Highway,Dry,Dark,,50,43,Female,Valid,Yes,Straight Road,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
West Bengal,Siliguri,2023,April,Sunday,13:2,Serious,1,Bus,10,3,Rainy,Village Road,Damaged,Dusk,Signals,79,45,Female,Expired,No,Intersection,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Nagaland,Unknown,2023,October,Tuesday,13:25,Fatal,4,Auto-Rickshaw,9,5,Stormy,Urban Road,Dry,Dark,Police Checkpost,106,31,Male,Expired,Yes,Straight Road,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Haryana,Unknown,2018,December,Friday,6:6,Fatal,5,Two-Wheeler,1,4,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,80,40,Female,,No,Intersection,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Jharkhand,Unknown,2020,March,Friday,23:11,Serious,3,Auto-Rickshaw,10,3,Hazy,State Highway,Wet,Dawn,Signals,48,63,Female,,Yes,Straight Road,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Bihar,Unknown,2023,January,Sunday,6:1,Minor,4,Bus,6,3,Rainy,Village Road,Dry,Dusk,Signals,107,53,Male,Valid,No,Bridge,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Telangana,Unknown,2021,September,Sunday,3:21,Serious,5,Cycle,0,2,Rainy,Urban Road,Wet,Dawn,Police Checkpost,49,36,Male,Expired,No,Bridge,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Tripura,Unknown,2020,January,Tuesday,22:38,Minor,5,Car,5,2,Stormy,Village Road,Under Construction,Dawn,,114,25,Male,Expired,Yes,Bridge,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Nagaland,Unknown,2020,June,Saturday,3:47,Minor,1,Truck,7,3,Stormy,Urban Road,Dry,Dawn,Signals,37,24,Female,Valid,No,Bridge,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Andhra Pradesh,Vijayawada,2021,April,Tuesday,5:52,Fatal,3,Two-Wheeler,4,0,Clear,State Highway,Damaged,Dawn,Signs,60,31,Female,,No,Straight Road,"Vijayawada, Andhra Pradesh",16.5115306,80.6160469,"Kaleswara Rao Flyover, 1 Town, Vijayawada - 520001, Andhra Pradesh, India",1 Town
Tamil Nadu,Chennai,2023,August,Sunday,2:37,Fatal,5,Car,9,0,Foggy,Urban Road,Dry,Dawn,Signals,64,66,Female,Expired,No,Bridge,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Puducherry,Unknown,2021,January,Friday,6:46,Serious,4,Auto-Rickshaw,10,3,Clear,State Highway,Damaged,Dawn,,60,34,Male,,Yes,Intersection,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Gujarat,Vadodara,2019,February,Monday,3:2,Serious,5,Auto-Rickshaw,0,0,Hazy,National Highway,Under Construction,Dusk,Signals,40,55,Female,Valid,Yes,Intersection,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Karnataka,Bangalore,2018,July,Monday,4:2,Fatal,1,Pedestrian,4,0,Clear,Urban Road,Dry,Dusk,,83,70,Female,Expired,No,Bridge,"Bangalore, Karnataka",12.9767936,77.590082,"Doctor B R Ambedkar Veedhi, Gandhinagar, Bengaluru - 560001, Karnataka, India",Gandhinagar
Puducherry,Unknown,2018,June,Thursday,3:10,Fatal,5,Auto-Rickshaw,5,0,Foggy,Urban Road,Damaged,Daylight,Signals,75,38,Female,Valid,Yes,Curve,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Punjab,Unknown,2023,August,Thursday,21:22,Serious,4,Truck,9,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,106,50,Male,,No,Bridge,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Rajasthan,Udaipur,2022,November,Friday,12:52,Fatal,3,Car,10,0,Hazy,Urban Road,Dry,Dusk,Signs,34,67,Male,Valid,No,Intersection,"Udaipur, Rajasthan",24.578721,73.6862571,"unnamed road, Udaipur, Udaipur - 313001, Rajasthan, India",Udaipur
Andhra Pradesh,Visakhapatnam,2021,June,Saturday,5:0,Fatal,1,Auto-Rickshaw,6,2,Stormy,Urban Road,Under Construction,Dusk,,56,37,Male,Valid,No,Bridge,"Visakhapatnam, Andhra Pradesh",17.6935526,83.2921297,"unnamed road, Old Post Office Area, Visakhapatnam - 530001, Andhra Pradesh, India",Old Post Office Area
Chhattisgarh,Unknown,2020,September,Tuesday,18:34,Fatal,1,Cycle,1,3,Rainy,State Highway,Under Construction,Daylight,Signals,94,53,Female,Expired,Yes,Straight Road,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Maharashtra,Nagpur,2022,March,Friday,19:43,Serious,1,Cycle,5,5,Foggy,State Highway,Damaged,Daylight,Signals,49,27,Female,Valid,No,Bridge,"Nagpur, Maharashtra",21.1498134,79.0820556,"Vasantrao Naik Government Institute of Arts and Social Sciences, NH53, Ramdaspeth, Nagpur - 440001, Maharashtra, India",NH53
Uttarakhand,Unknown,2020,June,Wednesday,4:56,Serious,3,Car,3,4,Stormy,Village Road,Damaged,Daylight,Signs,49,32,Male,Valid,No,Curve,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Maharashtra,Pune,2019,December,Thursday,9:14,Minor,2,Auto-Rickshaw,2,2,Clear,National Highway,Damaged,Dark,,87,23,Male,Valid,No,Bridge,"Pune, Maharashtra",18.5213738,73.8545071,"unnamed road, Shaniwar Peth, Pune - 411002, Maharashtra, India",Shaniwar Peth
Assam,Unknown,2020,January,Saturday,18:33,Serious,4,Cycle,5,1,Stormy,State Highway,Wet,Dark,Police Checkpost,106,58,Male,Valid,No,Curve,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Karnataka,Mysore,2018,April,Sunday,1:5,Serious,3,Pedestrian,2,3,Stormy,National Highway,Under Construction,Dusk,Signs,83,44,Female,,No,Intersection,"Mysore, Karnataka",12.3051828,76.6553609,"Mysore Palace, Sayyaji Rao Road, Vani Vilas, Mysuru - 570001, Karnataka, India",Sayyaji Rao Road
Goa,Unknown,2022,April,Friday,23:30,Fatal,1,Bus,8,0,Foggy,Village Road,Wet,Dusk,Signs,56,54,Male,Expired,No,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Maharashtra,Pune,2020,November,Wednesday,13:23,Serious,2,Two-Wheeler,6,3,Foggy,Urban Road,Damaged,Dawn,Police Checkpost,80,18,Female,,Yes,Bridge,"Pune, Maharashtra",18.5213738,73.8545071,"unnamed road, Shaniwar Peth, Pune - 411002, Maharashtra, India",Shaniwar Peth
Assam,Unknown,2022,September,Monday,6:1,Serious,2,Cycle,4,1,Stormy,State Highway,Dry,Dark,Signals,102,23,Male,Expired,No,Bridge,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Haryana,Unknown,2022,September,Friday,21:24,Fatal,3,Car,0,3,Clear,Village Road,Under Construction,Dusk,Police Checkpost,79,54,Male,Expired,No,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Mizoram,Unknown,2018,March,Wednesday,8:34,Fatal,4,Truck,10,2,Rainy,Urban Road,Dry,Dark,,119,58,Male,Expired,Yes,Bridge,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Madhya Pradesh,Unknown,2022,July,Sunday,14:16,Serious,3,Bus,9,1,Clear,Village Road,Wet,Dawn,Signals,77,41,Female,Valid,Yes,Intersection,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Goa,Unknown,2021,December,Friday,23:26,Minor,2,Auto-Rickshaw,4,4,Rainy,Village Road,Damaged,Daylight,Signs,120,30,Male,,Yes,Curve,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
West Bengal,Durgapur,2022,February,Friday,4:43,Serious,1,Pedestrian,2,4,Hazy,Village Road,Damaged,Dark,,57,63,Female,,No,Curve,"Durgapur, West Bengal",23.5350475,87.3380425,"unnamed road, Paschim Bardhaman, Durgapur - 713200, West Bengal, India",Paschim Bardhaman
Uttarakhand,Unknown,2022,December,Friday,16:11,Minor,5,Truck,3,4,Stormy,Urban Road,Damaged,Dusk,,67,34,Female,Valid,Yes,Straight Road,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Punjab,Unknown,2021,June,Wednesday,0:34,Serious,4,Cycle,5,4,Foggy,Urban Road,Wet,Daylight,Signs,116,66,Male,Valid,No,Curve,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Sikkim,Unknown,2018,March,Monday,2:51,Serious,1,Auto-Rickshaw,0,5,Foggy,State Highway,Dry,Dawn,Police Checkpost,100,60,Male,Valid,Yes,Intersection,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Madhya Pradesh,Unknown,2023,November,Saturday,21:48,Minor,4,Pedestrian,6,3,Clear,Urban Road,Damaged,Daylight,,82,19,Female,Valid,Yes,Intersection,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Haryana,Unknown,2019,September,Thursday,17:16,Minor,1,Pedestrian,3,5,Stormy,Village Road,Wet,Dusk,Police Checkpost,53,36,Male,Expired,No,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
West Bengal,Durgapur,2023,March,Wednesday,7:22,Fatal,2,Truck,10,4,Stormy,State Highway,Under Construction,Dark,Police Checkpost,115,51,Male,,No,Straight Road,"Durgapur, West Bengal",23.5350475,87.3380425,"unnamed road, Paschim Bardhaman, Durgapur - 713200, West Bengal, India",Paschim Bardhaman
Delhi,New Delhi,2021,April,Wednesday,1:16,Fatal,4,Two-Wheeler,7,4,Clear,National Highway,Under Construction,Dawn,,119,56,Male,Expired,Yes,Curve,"New Delhi, Delhi",28.6430858,77.2192671,"New Delhi, Foot Over Bridge 1, Central Delhi, Delhi - 110006, Delhi, India",Foot Over Bridge 1
Himachal Pradesh,Unknown,2019,November,Wednesday,2:55,Serious,5,Pedestrian,10,1,Stormy,National Highway,Dry,Dusk,,100,40,Female,,Yes,Straight Road,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Mizoram,Unknown,2021,January,Wednesday,9:6,Minor,2,Auto-Rickshaw,1,1,Foggy,Village Road,Dry,Daylight,Police Checkpost,87,70,Male,,No,Straight Road,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Uttarakhand,Unknown,2018,September,Saturday,4:0,Minor,1,Pedestrian,10,3,Foggy,State Highway,Damaged,Dawn,Signs,70,28,Male,Expired,No,Intersection,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Uttarakhand,Unknown,2018,July,Saturday,15:56,Serious,2,Two-Wheeler,5,5,Stormy,National Highway,Under Construction,Daylight,Signals,45,44,Female,Expired,No,Intersection,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Odisha,Unknown,2018,August,Thursday,12:17,Fatal,3,Bus,2,3,Clear,Village Road,Damaged,Daylight,Signs,107,24,Male,,Yes,Intersection,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
Punjab,Unknown,2022,September,Thursday,4:24,Fatal,3,Truck,8,1,Stormy,Village Road,Wet,Dusk,Signs,105,35,Female,Expired,Yes,Bridge,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Tamil Nadu,Coimbatore,2023,December,Sunday,20:25,Serious,2,Car,3,0,Rainy,Village Road,Damaged,Dawn,Signals,82,67,Female,Valid,No,Straight Road,"Coimbatore, Tamil Nadu",11.0018115,76.9628425,"Station Flyover, Ward 25, Coimbatore - 641001, Tamil Nadu, India",Ward 25
Manipur,Unknown,2019,August,Friday,15:47,Serious,1,Car,6,3,Clear,Urban Road,Under Construction,Dusk,Signs,57,37,Female,Expired,No,Bridge,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Andhra Pradesh,Tirupati,2023,February,Saturday,16:12,Serious,2,Two-Wheeler,6,4,Foggy,Village Road,Dry,Dusk,Signs,39,43,Female,,No,Straight Road,"Tirupati, Andhra Pradesh",13.6316368,79.4231711,"Gangamma Temple Road, Tirupati, Tirupati - 517500, Andhra Pradesh, India",Tirupati
Manipur,Unknown,2019,February,Saturday,10:26,Fatal,1,Auto-Rickshaw,4,0,Rainy,Village Road,Under Construction,Dark,Signs,37,39,Male,Valid,Yes,Straight Road,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Goa,Unknown,2018,March,Sunday,11:58,Minor,2,Bus,7,0,Clear,National Highway,Wet,Dark,,63,57,Female,Valid,No,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Telangana,Unknown,2021,August,Saturday,9:33,Fatal,2,Pedestrian,10,3,Hazy,State Highway,Under Construction,Dusk,Signals,84,40,Male,Valid,Yes,Intersection,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Tamil Nadu,Chennai,2022,June,Saturday,19:22,Serious,4,Pedestrian,2,0,Foggy,State Highway,Dry,Daylight,Signs,119,62,Female,Expired,No,Intersection,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Haryana,Unknown,2019,February,Tuesday,19:59,Serious,3,Bus,1,2,Hazy,National Highway,Dry,Dark,Signs,96,59,Female,Valid,No,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Gujarat,Surat,2021,March,Sunday,2:11,Minor,5,Auto-Rickshaw,8,0,Clear,Urban Road,Damaged,Dark,Signals,99,63,Male,,Yes,Intersection,"Surat, Gujarat",21.2094892,72.8317058,"Ashkta Ashram Road, Surat, Surat - 395003, Gujarat, India",Surat
Chhattisgarh,Unknown,2021,July,Sunday,2:53,Minor,2,Auto-Rickshaw,2,5,Clear,Urban Road,Dry,Dawn,Police Checkpost,108,56,Female,Expired,Yes,Bridge,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Delhi,Dwarka,2018,April,Wednesday,6:2,Serious,3,Cycle,3,0,Stormy,Village Road,Wet,Daylight,Signs,61,63,Female,Expired,Yes,Straight Road,"Dwarka, Delhi",28.6149362,77.0227628,"Dwarka (Blue Line), स्वतंत्रता सेनानी श्री छोटू मार्ग, South West Delhi, Dwarka - 110078, Delhi, India",स्वतंत्रता सेनानी श्री छोटू मार्ग
Puducherry,Unknown,2023,March,Wednesday,15:21,Serious,1,Truck,5,1,Clear,Urban Road,Wet,Daylight,Signs,54,32,Female,Expired,No,Intersection,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Uttarakhand,Unknown,2022,October,Friday,15:25,Minor,5,Car,5,0,Stormy,Urban Road,Dry,Dusk,Signs,70,57,Female,,No,Curve,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Assam,Unknown,2021,June,Tuesday,8:7,Minor,4,Two-Wheeler,4,3,Stormy,National Highway,Wet,Dusk,Signals,87,50,Female,Valid,No,Curve,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Nagaland,Unknown,2022,December,Thursday,1:48,Minor,5,Truck,10,3,Foggy,Village Road,Under Construction,Dawn,Signals,58,51,Male,Valid,Yes,Curve,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Sikkim,Unknown,2020,February,Monday,21:6,Minor,5,Car,5,4,Rainy,Village Road,Wet,Dark,,70,28,Female,Expired,No,Curve,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Delhi,Dwarka,2019,September,Tuesday,17:14,Minor,3,Truck,7,5,Foggy,Urban Road,Dry,Dusk,Police Checkpost,50,32,Female,Valid,No,Straight Road,"Dwarka, Delhi",28.6149362,77.0227628,"Dwarka (Blue Line), स्वतंत्रता सेनानी श्री छोटू मार्ग, South West Delhi, Dwarka - 110078, Delhi, India",स्वतंत्रता सेनानी श्री छोटू मार्ग
Assam,Unknown,2020,December,Sunday,8:21,Fatal,5,Pedestrian,8,1,Hazy,National Highway,Under Construction,Dusk,Signs,51,55,Male,Valid,No,Intersection,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Gujarat,Surat,2018,January,Tuesday,4:7,Minor,2,Car,2,3,Hazy,State Highway,Under Construction,Dark,Police Checkpost,40,49,Female,,Yes,Straight Road,"Surat, Gujarat",21.2094892,72.8317058,"Ashkta Ashram Road, Surat, Surat - 395003, Gujarat, India",Surat
Nagaland,Unknown,2019,August,Wednesday,1:10,Serious,2,Auto-Rickshaw,9,2,Foggy,National Highway,Dry,Dusk,Police Checkpost,32,48,Female,,No,Intersection,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Goa,Unknown,2021,January,Friday,0:32,Minor,2,Auto-Rickshaw,4,1,Foggy,State Highway,Dry,Daylight,Signals,107,51,Male,,Yes,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
West Bengal,Siliguri,2019,December,Friday,23:13,Minor,4,Two-Wheeler,5,2,Stormy,Village Road,Dry,Dawn,,33,30,Male,,No,Curve,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Karnataka,Mangalore,2022,October,Monday,3:13,Fatal,3,Cycle,0,1,Stormy,National Highway,Damaged,Dusk,Signals,58,55,Male,Valid,Yes,Bridge,"Mangalore, Karnataka",12.8698101,74.8430082,"Jos Alukkas Jewellers, Light House Hill Road, Attavar, Mangaluru - 575001, Karnataka, India",Light House Hill Road
Chandigarh,Unknown,2023,March,Saturday,8:19,Serious,4,Auto-Rickshaw,6,0,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,56,38,Female,Expired,Yes,Straight Road,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Mizoram,Unknown,2018,November,Wednesday,4:55,Minor,1,Truck,8,3,Stormy,Urban Road,Damaged,Daylight,,116,37,Male,Expired,No,Bridge,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
