State Name,Year,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Speed Limit (km/h),Driver Age,Driver Gender,Accident Location Details,Time_of_Day_Numerical,Alcohol Involvement_Yes
Rajasthan,2022,5,1,0,4,2,3,3,7,6,6,2,54,59,2,4,71400,0
Jammu and Kashmir,2023,5,3,0,5,2,7,2,1,6,6,2,114,19,1,8,11100,0
Arunachal Pradesh,2018,5,5,2,5,2,8,5,7,6,2,4,86,55,2,8,48420,0
Chandigarh,2019,5,2,1,4,7,8,4,7,5,5,1,71,33,1,7,51600,0
Nagaland,2021,5,5,1,4,8,0,4,2,6,1,4,76,46,1,4,64860,0
Jharkhand,2019,5,5,1,4,2,6,2,4,6,5,4,84,62,2,7,73920,1
Haryana,2018,5,5,0,2,2,7,1,7,6,5,1,42,62,1,8,16440,1
Jammu and Kashmir,2023,5,2,0,5,1,9,2,7,6,2,3,46,52,2,4,23940,0
Uttarakhand,2021,5,3,0,3,6,10,3,4,5,6,3,65,43,1,1,32280,1
Sikkim,2022,5,3,1,4,1,5,3,7,6,5,2,80,22,2,7,82800,1
Assam,2022,5,4,2,5,6,10,0,7,5,1,3,60,27,1,1,11100,1
Maharashtra,2019,5,4,2,4,4,3,3,2,6,2,4,64,39,1,8,69180,1
Chandigarh,2023,5,1,0,2,7,7,2,4,4,6,2,100,22,1,8,82800,0
Tamil Nadu,2023,5,5,2,3,1,2,2,7,4,1,2,100,63,2,4,76620,1
Assam,2022,5,6,0,5,6,10,2,7,4,2,4,61,19,1,7,77340,0
Uttar Pradesh,2018,5,2,0,3,6,1,1,7,5,6,4,34,58,1,8,48240,0
Chhattisgarh,2023,5,7,0,4,7,4,2,4,6,5,4,67,58,2,8,79860,0
Andhra Pradesh,2023,5,2,2,4,8,0,2,2,6,6,4,35,41,1,1,14280,0
Goa,2022,5,4,0,2,4,9,0,7,5,1,3,115,59,2,1,3240,0
Tamil Nadu,2018,5,2,0,4,7,0,1,4,6,5,1,69,27,2,4,48060,0
Chhattisgarh,2018,5,4,0,1,7,8,1,7,6,5,4,75,41,1,8,23700,1
Nagaland,2020,5,5,2,4,8,6,3,7,4,2,1,33,57,2,8,72900,1
Himachal Pradesh,2021,5,1,1,4,7,0,5,4,4,6,2,71,21,2,1,25440,0
Puducherry,2022,5,7,0,2,2,7,3,7,6,6,1,34,31,2,1,7980,0
Puducherry,2023,5,4,0,2,6,8,1,1,6,1,3,44,51,1,1,38160,1
Puducherry,2018,5,6,0,1,6,0,1,2,6,6,4,88,21,1,1,61740,0
Jammu and Kashmir,2020,5,5,0,3,7,10,0,7,6,2,3,114,60,2,1,9960,1
Delhi,2018,5,3,2,1,4,0,0,7,5,6,4,100,40,2,4,17280,0
Uttarakhand,2019,5,5,0,4,8,7,5,1,4,1,3,111,69,1,1,45600,1
Goa,2023,5,1,2,1,8,4,2,7,6,2,2,50,37,1,8,27660,0
Punjab,2019,5,7,0,2,6,3,1,7,6,1,2,80,28,2,1,55380,0
West Bengal,2019,5,7,0,2,4,10,1,4,5,5,3,55,20,1,4,11520,1
Tripura,2018,5,6,1,5,7,1,4,2,5,6,3,108,32,2,8,34200,0
Rajasthan,2023,5,6,1,2,4,5,5,7,5,1,1,46,51,1,1,45720,0
Nagaland,2022,5,7,1,4,6,1,5,7,6,5,4,38,54,2,4,64380,1
Rajasthan,2018,5,5,2,3,6,3,1,4,5,1,4,98,49,1,7,44220,0
Arunachal Pradesh,2023,5,3,1,1,6,0,1,7,5,2,2,65,41,2,1,85200,0
Punjab,2022,5,2,2,5,1,1,5,7,5,2,1,52,59,2,1,29700,0
Himachal Pradesh,2021,5,2,2,5,4,8,3,1,6,1,3,55,25,2,7,71460,0
Kerala,2018,5,3,2,4,8,0,3,7,6,6,3,66,47,1,1,9000,0
Uttarakhand,2022,5,6,2,1,4,4,1,1,6,1,4,71,39,1,1,38520,1
Chhattisgarh,2019,5,2,0,5,7,4,4,7,5,2,1,56,21,1,7,76860,0
Rajasthan,2021,5,7,1,5,2,9,2,7,6,6,3,48,23,1,1,17400,0
Kerala,2018,5,1,1,3,2,5,2,2,4,6,4,81,57,1,7,49440,1
Tamil Nadu,2018,5,5,0,4,1,9,2,4,6,5,1,75,41,2,1,59820,0
Jharkhand,2022,5,1,0,3,7,2,5,4,5,5,4,82,63,2,7,80880,0
Haryana,2021,5,3,2,4,1,10,0,7,6,1,3,86,51,1,8,7380,1
Maharashtra,2023,5,1,0,2,7,8,0,1,5,5,2,34,59,2,8,34800,1
Uttarakhand,2023,5,7,1,1,1,3,2,7,6,6,1,70,25,2,4,44100,1
Rajasthan,2020,5,4,1,5,7,6,1,7,6,5,1,50,35,1,7,19020,0
Goa,2021,5,4,0,4,1,9,4,2,4,5,3,36,57,1,1,45540,1
Chhattisgarh,2023,5,3,1,1,2,10,0,4,5,2,3,47,24,2,4,28380,0
Mizoram,2021,5,7,2,4,4,4,2,7,4,2,3,72,32,2,7,7260,1
Kerala,2018,5,7,2,2,4,8,1,2,5,6,2,89,61,2,1,10500,0
Odisha,2023,5,6,1,1,8,4,3,2,5,1,3,48,46,2,8,64260,0
Uttar Pradesh,2019,5,5,1,1,7,8,5,2,6,5,4,57,40,2,4,79260,0
Bihar,2023,5,3,2,1,1,7,1,7,5,6,3,58,67,2,7,11820,0
Bihar,2021,5,4,2,3,2,0,1,2,6,5,2,91,57,2,8,81180,1
Kerala,2023,5,6,1,4,4,7,3,4,5,5,4,105,67,2,1,38280,0
Sikkim,2023,5,5,0,3,7,9,4,1,5,2,1,59,26,1,1,300,1
Chandigarh,2019,5,2,1,4,4,4,0,1,4,6,4,49,31,2,4,36180,1
West Bengal,2020,5,4,2,3,6,9,3,2,4,6,2,47,45,1,4,85920,1
Meghalaya,2020,5,1,1,2,7,3,2,2,6,5,2,100,29,2,7,73560,0
Uttarakhand,2021,5,7,2,3,6,10,0,4,4,2,4,60,26,2,1,64380,1
Sikkim,2019,5,1,1,4,7,4,0,1,6,2,1,78,38,2,7,12240,0
Puducherry,2021,5,4,2,4,4,3,5,7,6,5,1,84,49,1,4,30960,1
Kerala,2019,5,6,2,4,1,1,0,1,6,2,3,77,60,2,1,56940,1
Uttarakhand,2023,5,3,1,5,2,5,3,7,4,1,3,56,41,1,1,5760,1
Maharashtra,2022,5,4,2,1,6,2,1,4,5,1,1,75,44,2,1,57300,1
Manipur,2023,5,6,0,4,1,5,4,4,6,1,2,50,33,1,4,82500,1
Goa,2022,5,6,0,1,7,2,5,2,5,5,4,35,31,2,1,35100,1
Uttar Pradesh,2021,5,6,1,2,4,9,3,7,4,6,3,75,52,2,7,19560,0
Kerala,2022,5,3,1,3,1,6,3,1,6,1,1,51,55,1,4,85440,0
Assam,2023,5,7,0,1,8,0,3,7,6,5,4,89,34,2,4,82680,1
Assam,2019,5,7,2,1,4,3,1,1,6,6,1,34,42,1,8,26460,1
Rajasthan,2020,5,3,0,5,4,7,2,2,5,2,4,108,53,1,1,85320,1
Bihar,2018,5,3,1,4,6,2,0,2,4,5,4,119,59,2,4,17700,0
West Bengal,2022,5,6,2,1,8,7,5,4,5,1,1,111,65,2,8,81060,0
Kerala,2018,5,2,0,3,7,2,3,7,4,6,2,68,26,2,8,19080,0
Telangana,2020,5,1,1,3,7,3,0,7,6,2,4,30,23,2,7,56040,0
Assam,2023,5,1,2,2,6,10,0,2,6,1,3,53,31,1,7,43620,1
Chandigarh,2020,5,7,1,4,7,3,1,7,4,5,1,55,62,1,8,3300,0
Punjab,2018,5,6,2,4,4,4,5,7,5,1,3,104,35,2,8,68160,1
Tripura,2020,5,1,1,4,4,7,4,4,6,2,3,88,18,1,1,38100,0
Nagaland,2018,5,6,2,3,1,6,1,4,4,1,2,42,62,2,4,72000,1
Andhra Pradesh,2020,5,2,0,3,8,4,1,4,6,1,1,57,47,2,7,24780,0
Mizoram,2023,5,5,2,5,6,2,4,7,5,1,3,43,33,2,8,30000,0
Karnataka,2020,5,5,0,2,2,10,0,2,6,6,3,98,66,1,7,62880,1
Sikkim,2020,5,5,2,1,7,10,0,7,5,2,4,34,45,2,1,84840,1
Jharkhand,2019,5,4,2,1,6,5,0,4,5,6,2,78,26,1,8,34680,1
Manipur,2022,5,4,1,5,6,10,2,7,4,5,1,90,66,1,1,67020,1
Punjab,2020,5,3,1,5,7,5,2,7,6,6,2,99,50,2,7,17340,1
Haryana,2021,5,3,0,1,1,6,5,1,5,1,1,115,70,2,8,11040,1
Tripura,2023,5,2,1,3,1,1,1,2,6,6,4,76,50,2,8,18420,1
Maharashtra,2022,5,1,2,3,8,2,1,1,6,1,2,37,18,2,7,23580,0
Rajasthan,2021,5,1,1,3,2,8,5,4,6,1,3,94,19,1,7,77820,1
Odisha,2021,5,7,0,3,7,7,1,7,6,6,3,32,25,2,1,2340,0
Himachal Pradesh,2020,5,6,2,1,1,9,0,7,4,5,4,46,53,1,7,28500,1
Arunachal Pradesh,2018,5,6,1,5,7,8,2,2,4,2,4,90,39,1,7,51000,1
Meghalaya,2021,5,4,1,2,4,1,3,7,4,1,4,107,35,1,1,48660,1
Tamil Nadu,2021,5,7,2,1,6,8,3,7,6,6,1,63,45,2,1,53280,1
Gujarat,2020,5,1,2,3,7,1,1,4,4,1,2,97,39,1,1,59340,0
Chhattisgarh,2018,5,3,1,4,1,3,3,7,4,1,3,83,26,2,8,29100,1
Odisha,2022,5,5,0,3,1,10,3,2,5,1,3,61,66,1,1,38760,0
Goa,2020,5,1,1,4,2,2,2,4,6,5,2,104,57,1,8,78660,1
Jammu and Kashmir,2021,5,7,1,1,7,0,2,2,4,1,2,41,50,2,1,77940,0
Telangana,2023,5,6,0,3,6,5,0,7,6,5,2,36,67,1,7,79620,0
Arunachal Pradesh,2019,5,1,2,3,8,2,5,7,4,1,2,35,32,1,1,67440,1
Jharkhand,2020,5,7,1,3,8,8,3,1,5,2,1,40,55,2,7,26820,0
Andhra Pradesh,2023,5,4,2,1,6,0,1,4,4,6,3,49,28,2,7,31020,0
Bihar,2019,5,6,1,1,4,9,5,1,4,6,2,49,57,1,1,81120,1
Gujarat,2023,5,3,2,1,1,10,0,7,6,2,1,119,25,2,1,33300,1
Punjab,2023,5,4,0,3,6,4,5,2,6,2,3,115,37,2,8,45780,1
Himachal Pradesh,2023,5,7,1,5,4,8,1,1,6,6,2,113,37,2,8,15000,1
Sikkim,2019,5,3,2,2,7,0,4,4,5,5,1,115,25,2,7,84240,1
Jammu and Kashmir,2019,5,5,1,2,6,0,4,7,6,2,3,85,22,2,4,8280,1
Telangana,2021,5,7,0,2,7,7,1,4,6,2,2,84,63,1,1,12660,1
West Bengal,2018,5,2,2,1,7,10,0,2,5,1,4,115,49,1,1,34080,1
Meghalaya,2022,5,7,0,5,1,9,3,2,6,6,1,116,30,1,4,47460,1
Bihar,2023,5,6,0,4,2,4,5,4,4,2,4,99,45,1,1,45900,1
Himachal Pradesh,2021,5,3,0,1,4,9,2,7,6,2,1,73,44,2,7,61200,1
Himachal Pradesh,2020,5,7,0,5,4,4,4,4,6,1,4,114,20,2,1,7140,1
Assam,2022,5,5,0,1,2,3,0,7,4,1,2,111,18,2,4,75000,1
Mizoram,2022,5,3,0,1,2,6,3,7,5,1,2,89,33,2,4,23640,1
Tamil Nadu,2019,5,5,1,3,8,10,1,4,6,5,2,112,62,1,1,20940,1
Himachal Pradesh,2021,5,4,1,5,6,9,5,1,4,1,4,85,31,1,4,86280,1
Assam,2019,5,2,2,2,2,4,3,1,6,5,4,118,63,1,8,23280,0
Tripura,2022,5,3,1,5,1,6,3,1,5,5,3,60,55,1,4,17820,1
Sikkim,2021,5,5,0,5,4,10,5,1,5,1,4,36,24,1,4,67740,1
Chhattisgarh,2021,5,6,0,4,2,7,1,2,4,6,3,87,33,1,7,40200,1
Kerala,2021,5,2,1,2,8,7,2,2,5,6,1,93,43,1,4,61620,0
Uttar Pradesh,2018,5,2,0,4,8,4,5,7,6,6,4,82,31,1,8,71940,1
Mizoram,2021,5,1,2,4,8,10,0,4,6,5,3,63,31,2,1,58740,1
Tamil Nadu,2020,5,2,2,2,7,5,1,7,4,1,4,46,18,2,4,42600,1
Haryana,2020,5,4,1,2,6,0,0,7,4,6,4,82,56,1,1,59040,1
Telangana,2022,5,5,2,5,7,3,0,7,5,5,2,77,53,2,4,73920,0
Tamil Nadu,2020,5,5,0,1,7,3,3,4,6,5,1,99,31,1,7,40380,1
Uttar Pradesh,2021,5,5,0,2,2,5,1,1,6,5,1,112,31,2,7,2040,0
Gujarat,2018,5,5,0,1,7,4,0,1,6,5,1,70,30,2,1,26100,0
Jharkhand,2022,5,7,0,3,7,6,4,7,4,5,3,105,22,1,8,65100,1
Punjab,2023,5,5,2,3,6,7,3,7,4,6,3,78,57,2,4,80220,1
Uttar Pradesh,2020,5,3,1,2,4,10,5,2,6,6,3,101,50,2,7,4620,1
Haryana,2022,5,3,2,5,7,4,5,1,5,5,1,52,67,1,4,4260,1
Puducherry,2018,5,4,1,2,8,5,5,1,5,6,2,96,46,2,4,2460,0
Delhi,2021,5,7,2,4,7,9,5,2,6,5,3,100,51,2,1,52140,1
Telangana,2021,5,5,0,3,7,0,4,7,5,6,3,97,21,1,4,14880,1
Jharkhand,2023,5,2,1,3,2,7,1,7,6,1,4,64,50,2,8,20040,0
Kerala,2018,5,1,0,4,7,9,5,2,6,5,1,88,50,2,7,4020,1
Tripura,2021,5,5,2,4,8,0,2,7,5,6,4,97,44,1,7,68100,0
Puducherry,2023,5,7,0,4,4,8,4,7,6,2,4,60,67,2,4,43560,0
Telangana,2019,5,7,0,5,1,9,3,7,5,1,1,56,18,1,7,85020,0
Goa,2018,5,3,2,5,7,4,5,4,4,5,3,77,25,1,7,78720,0
Kerala,2018,5,5,1,1,1,8,3,2,4,6,2,99,27,2,7,32820,1
Bihar,2022,5,4,2,2,6,1,5,4,4,5,4,110,54,1,8,79680,0
Maharashtra,2019,5,4,1,2,8,3,5,7,6,5,2,41,35,2,4,68460,0
Haryana,2023,5,1,1,1,7,3,5,1,6,2,2,80,63,2,4,29520,1
Rajasthan,2023,5,2,2,4,6,10,4,7,6,5,4,103,20,2,4,21180,1
Goa,2018,5,3,1,2,4,9,5,1,6,1,4,46,26,1,8,65340,0
Assam,2020,5,1,1,3,7,2,3,4,6,5,1,85,68,2,8,12060,0
Madhya Pradesh,2023,5,1,2,1,6,8,4,4,6,5,2,71,54,1,4,4740,0
Arunachal Pradesh,2021,5,4,2,5,6,5,1,7,6,6,1,116,37,1,1,27000,1
Sikkim,2018,5,4,0,4,7,3,1,1,6,2,2,48,29,2,4,30360,1
Uttar Pradesh,2018,5,5,1,1,6,0,4,4,6,6,2,107,60,1,8,59100,1
Manipur,2019,5,7,0,5,2,1,0,7,5,1,3,114,22,2,7,16680,0
Sikkim,2023,5,5,0,5,8,4,5,4,4,2,1,43,55,1,7,660,0
Haryana,2022,5,5,0,5,6,8,3,4,4,2,4,96,39,2,1,85680,1
Maharashtra,2018,5,5,2,5,2,1,2,7,5,1,2,85,31,2,7,64500,0
Chandigarh,2020,5,3,1,5,1,6,5,7,5,6,4,102,44,2,7,52560,0
Haryana,2022,5,1,2,1,8,3,1,2,5,6,2,62,29,2,8,36840,0
Jammu and Kashmir,2021,5,4,1,1,6,10,4,4,6,5,4,59,38,1,8,28980,0
Chandigarh,2022,5,4,1,4,7,9,1,7,5,2,3,106,29,2,4,1260,1
Kerala,2018,5,3,1,4,4,0,3,4,6,5,4,82,35,1,4,20700,1
Tripura,2021,5,1,1,3,7,7,4,7,4,6,2,75,68,1,7,54360,0
Tamil Nadu,2018,5,3,0,3,8,5,0,4,5,1,4,79,43,1,8,40920,1
Telangana,2020,5,3,1,5,6,6,1,7,4,5,3,103,29,1,4,44520,1
Punjab,2022,5,7,2,4,4,10,2,7,6,1,1,68,61,2,7,50580,0
Jharkhand,2019,5,2,0,5,6,10,5,1,6,2,4,100,69,2,1,50100,0
Odisha,2022,5,3,1,4,4,2,1,7,4,1,3,89,41,2,4,37980,0
Delhi,2018,5,1,1,5,7,6,4,4,5,1,3,104,45,1,1,73440,1
Karnataka,2018,5,5,2,3,6,5,3,7,4,5,3,36,51,2,7,37380,0
Maharashtra,2020,5,1,0,2,8,1,0,7,5,2,1,99,30,1,8,55980,0
Tripura,2020,5,6,1,3,4,8,1,1,5,6,3,37,60,2,8,67860,1
Rajasthan,2019,5,7,1,5,6,8,4,7,6,5,1,87,30,1,7,76680,1
Maharashtra,2018,5,2,2,5,4,6,1,1,6,1,1,120,37,2,4,46200,1
Jharkhand,2021,5,1,2,1,6,4,3,7,5,5,4,46,69,1,8,35100,0
Tamil Nadu,2021,5,5,2,1,4,10,4,7,6,2,4,104,50,1,8,18000,0
Odisha,2020,5,2,0,3,1,1,2,7,6,6,2,94,64,2,4,7380,0
Jammu and Kashmir,2023,5,3,2,2,6,2,5,7,4,6,2,111,44,2,1,77520,1
Assam,2022,5,3,0,3,7,9,3,2,6,5,3,103,60,2,1,2280,0
Mizoram,2019,5,7,2,4,7,3,3,7,6,2,3,32,67,1,8,31740,1
Maharashtra,2021,5,7,2,3,6,6,3,7,6,5,2,97,38,2,4,72720,1
Tamil Nadu,2021,5,2,0,3,7,6,2,2,6,2,3,72,32,2,4,19020,1
Karnataka,2019,5,6,1,5,4,9,0,7,4,5,4,61,56,2,8,83520,1
Goa,2022,5,5,0,4,4,2,2,4,6,2,2,102,50,2,1,31920,1
Andhra Pradesh,2023,5,3,2,1,1,10,3,7,6,6,3,42,68,1,1,56400,0
Maharashtra,2022,5,1,2,4,1,1,3,7,6,5,3,104,29,2,1,14820,0
Rajasthan,2022,5,1,1,1,7,5,0,2,6,5,2,115,66,1,7,40080,1
Chandigarh,2020,5,1,0,5,1,7,0,7,5,6,1,74,65,2,1,62760,0
Kerala,2021,5,6,1,4,7,0,4,4,6,1,3,68,38,1,4,65400,1
Kerala,2020,5,1,2,2,7,4,2,7,4,2,4,117,59,1,1,9360,1
Telangana,2023,5,1,2,4,8,0,2,4,6,1,2,67,27,2,1,69600,1
Odisha,2022,5,3,1,3,2,4,0,4,6,1,3,51,30,2,8,6900,0
Assam,2020,5,5,1,3,6,5,2,1,4,5,2,98,44,1,8,6720,0
Nagaland,2021,5,1,2,2,7,3,1,1,4,1,1,30,66,2,8,42420,1
Chhattisgarh,2023,5,2,0,1,7,6,1,7,6,2,4,47,65,1,8,5760,0
Kerala,2021,5,4,1,2,8,9,3,7,4,2,4,77,54,2,4,40980,1
Uttar Pradesh,2021,5,5,0,1,8,5,4,1,6,2,4,119,58,1,8,78600,1
Karnataka,2020,5,6,2,3,2,9,3,7,4,6,2,76,31,2,4,1500,0
Telangana,2023,5,1,2,1,2,3,5,4,5,6,2,60,63,1,1,71460,1
Punjab,2018,5,6,1,1,2,0,4,7,4,6,2,114,70,1,1,69720,1
Telangana,2021,5,6,1,2,7,1,5,7,5,6,1,82,22,2,4,52740,1
Bihar,2019,5,1,0,1,7,2,3,2,6,2,4,41,33,1,7,4020,0
Uttar Pradesh,2020,5,6,1,5,6,9,4,4,5,6,1,60,70,1,1,26460,1
Goa,2018,5,4,2,2,2,8,2,1,6,5,1,75,45,2,7,55980,1
Nagaland,2022,5,5,2,1,7,7,5,1,6,6,4,118,19,1,1,53700,0
Tamil Nadu,2022,5,2,0,1,1,6,4,7,6,5,2,102,30,2,7,18180,0
Madhya Pradesh,2021,5,5,1,5,1,5,0,4,6,2,2,92,32,2,8,35460,1
Uttarakhand,2021,5,2,0,3,7,1,4,4,6,6,4,72,60,2,7,34320,1
Meghalaya,2018,5,3,0,4,8,0,3,7,5,2,1,32,39,1,1,22860,0
Karnataka,2022,5,4,2,1,6,8,4,2,5,2,1,58,20,2,8,6420,1
Madhya Pradesh,2021,5,5,0,4,7,0,2,1,5,1,3,119,18,1,1,5940,0
Kerala,2018,5,2,2,5,2,9,3,1,5,1,4,38,63,1,4,69120,1
Sikkim,2023,5,3,2,1,4,6,4,7,4,2,2,60,47,1,1,80460,0
Delhi,2023,5,3,1,3,8,6,1,7,5,1,4,80,54,2,1,55740,0
West Bengal,2021,5,1,2,1,7,3,5,1,4,2,1,55,48,2,7,34740,0
Kerala,2018,5,6,0,4,1,7,3,7,6,1,2,113,47,1,7,960,1
Uttarakhand,2019,5,4,0,3,2,6,1,7,4,2,4,107,20,2,1,13920,0
Bihar,2018,5,1,2,5,7,7,4,2,6,5,2,78,38,2,7,34500,1
Chandigarh,2018,5,2,2,3,1,4,3,2,6,2,2,69,51,1,4,12120,1
Manipur,2018,5,6,0,3,7,8,1,7,5,1,2,36,18,2,1,51000,0
Sikkim,2021,5,4,1,3,2,0,0,7,5,1,2,119,29,2,4,40020,0
Odisha,2023,5,4,0,5,6,7,0,2,4,1,1,79,28,1,8,72300,0
Sikkim,2020,5,6,2,2,2,10,0,4,4,1,2,94,47,2,7,84900,0
Rajasthan,2023,5,1,2,5,4,9,3,4,6,1,1,42,19,1,8,13380,1
Uttarakhand,2020,5,6,0,5,8,7,2,7,6,2,1,83,50,2,8,59040,0
Sikkim,2020,5,6,1,5,7,9,0,1,6,1,4,76,19,2,4,48660,1
Haryana,2023,5,1,0,5,4,10,4,4,6,5,4,55,21,1,4,24300,0
Jammu and Kashmir,2020,5,7,1,1,6,7,1,7,4,6,4,106,42,2,4,44820,1
Kerala,2018,5,6,2,1,2,5,2,7,6,6,2,78,30,1,1,3480,0
Jharkhand,2021,5,1,2,1,8,1,0,7,6,1,2,82,37,1,8,70620,0
Maharashtra,2022,5,1,2,3,2,8,4,1,4,5,1,40,55,1,1,39480,0
Maharashtra,2019,5,5,2,3,7,10,2,4,5,1,4,65,67,2,8,7380,0
Chhattisgarh,2020,5,6,0,4,7,0,1,7,5,2,3,35,43,2,7,38700,0
Gujarat,2018,5,4,2,1,4,4,2,2,4,1,3,33,19,1,4,64920,1
Nagaland,2020,5,7,2,1,7,5,5,2,4,6,4,106,28,2,8,17580,0
Delhi,2021,5,6,2,1,4,9,2,4,5,5,1,75,54,2,4,12180,1
Uttarakhand,2021,5,4,0,4,1,4,5,1,6,1,3,97,48,1,4,11280,1
Puducherry,2018,5,2,0,2,6,10,2,4,5,6,2,49,67,2,8,30600,0
Jammu and Kashmir,2019,5,3,2,1,7,3,2,4,5,2,1,51,28,2,7,31380,1
Gujarat,2019,5,5,0,4,8,5,1,1,6,1,3,116,27,2,1,13560,0
Arunachal Pradesh,2022,5,1,1,4,6,0,0,4,6,2,3,75,37,2,8,22860,0
Himachal Pradesh,2022,5,1,2,4,1,0,2,2,5,2,1,92,59,2,1,35520,0
Gujarat,2022,5,1,2,1,8,1,3,7,6,1,3,102,64,2,7,29880,0
Uttar Pradesh,2021,5,7,0,4,7,1,1,7,5,2,3,79,57,2,8,51240,0
Andhra Pradesh,2019,5,4,2,4,2,2,1,7,6,6,2,105,60,1,7,70800,0
Assam,2023,5,2,2,1,8,6,1,1,5,1,4,118,32,1,4,85500,1
Jammu and Kashmir,2021,5,1,2,4,1,0,3,7,6,2,2,53,22,1,7,42720,1
Mizoram,2023,5,4,0,4,7,5,1,2,6,5,2,72,65,2,7,29940,1
Tamil Nadu,2018,5,3,1,2,2,4,2,2,4,6,2,66,69,2,4,56280,0
Maharashtra,2021,5,1,1,3,7,10,1,2,6,2,2,100,70,1,7,78420,1
Punjab,2019,5,5,0,1,7,6,0,1,5,5,3,120,64,2,1,66000,1
West Bengal,2022,5,7,2,1,6,10,3,7,4,2,4,111,47,2,4,57120,1
Uttar Pradesh,2020,5,6,0,3,2,5,0,4,4,5,2,105,49,1,1,45780,0
Madhya Pradesh,2018,5,4,1,2,7,3,3,4,4,5,1,81,18,2,4,69240,0
Andhra Pradesh,2022,5,5,0,4,7,1,5,2,5,5,3,33,26,1,4,18300,1
Chhattisgarh,2022,5,5,0,3,6,8,4,2,6,5,2,67,35,1,1,64680,0
Jharkhand,2022,5,5,1,4,8,10,5,2,5,5,1,84,56,2,7,43080,0
Sikkim,2019,5,3,2,2,1,10,3,2,5,2,1,41,34,2,1,46620,1
Punjab,2022,5,4,1,2,6,1,3,2,5,2,1,37,20,1,7,28380,1
West Bengal,2020,5,2,2,2,2,5,1,2,5,2,4,108,68,1,4,38040,1
West Bengal,2020,5,6,1,2,2,0,3,7,6,5,4,48,27,2,7,12840,1
Tripura,2019,5,4,0,5,2,9,4,4,5,1,3,73,19,1,7,86160,0
Puducherry,2019,5,3,2,2,7,10,5,1,4,1,1,60,70,2,4,42480,0
Sikkim,2019,5,7,2,1,4,3,3,7,6,1,3,96,35,1,4,79320,1
Sikkim,2018,5,5,2,5,7,4,5,4,6,1,1,86,27,2,4,40200,0
Andhra Pradesh,2023,5,7,1,3,2,10,3,7,4,1,2,40,27,1,7,59640,1
Maharashtra,2023,5,3,0,3,7,3,2,2,4,2,2,73,44,1,7,7500,0
Andhra Pradesh,2018,5,4,0,1,1,2,5,1,4,6,2,88,41,2,1,38280,1
Meghalaya,2023,5,3,2,3,1,6,0,2,6,2,1,106,29,2,7,8160,0
Nagaland,2023,5,1,2,1,6,5,1,4,4,1,2,74,40,2,8,9660,1
Meghalaya,2023,5,1,1,4,6,2,5,7,4,2,2,83,59,2,4,27480,0
Nagaland,2020,5,1,1,2,4,8,4,1,5,1,4,54,47,1,8,65760,1
Manipur,2023,5,5,2,5,7,10,0,7,6,2,4,33,27,2,7,61620,0
Karnataka,2023,5,5,2,4,7,6,2,1,6,6,3,113,37,2,1,16560,1
Gujarat,2018,5,6,2,4,4,0,4,4,5,5,4,101,28,2,8,85380,1
Gujarat,2019,5,1,2,1,4,10,1,7,6,5,3,89,51,2,8,9660,0
Arunachal Pradesh,2021,5,3,0,3,6,10,5,7,6,5,2,112,20,2,8,64440,0
Uttar Pradesh,2020,5,6,2,2,7,0,2,7,6,5,4,49,62,1,1,45240,0
Meghalaya,2023,5,1,0,5,7,4,5,2,6,5,3,30,34,1,1,41580,0
Manipur,2022,5,3,1,5,7,9,5,7,5,6,2,48,51,2,7,63000,1
Andhra Pradesh,2021,5,6,2,5,7,1,5,2,6,2,4,33,66,1,7,17580,1
Himachal Pradesh,2022,5,6,2,2,1,8,5,1,5,2,3,32,62,2,7,47760,1
Punjab,2019,5,5,2,4,7,6,4,2,4,1,3,112,62,2,8,5940,1
Uttar Pradesh,2019,5,1,0,5,6,3,4,7,6,6,3,65,21,2,1,76800,1
Tamil Nadu,2022,5,5,0,2,7,10,3,7,4,5,4,49,64,1,7,7140,0
Rajasthan,2023,5,5,0,3,1,0,4,1,4,1,2,32,25,1,8,41880,1
Assam,2023,5,1,2,1,8,5,1,7,4,2,3,57,53,2,8,36780,0
Karnataka,2022,5,2,2,1,7,10,4,7,5,2,4,47,34,2,4,7680,0
Tamil Nadu,2019,5,2,0,1,4,9,2,4,6,5,4,94,55,2,8,58800,1
Madhya Pradesh,2023,5,4,1,1,7,5,0,2,5,5,4,115,20,1,4,65280,1
Punjab,2018,5,1,1,5,7,0,5,2,5,5,2,64,53,1,7,7920,1
Uttar Pradesh,2019,5,1,0,1,8,9,0,7,5,5,3,105,61,2,1,42540,0
Puducherry,2022,5,3,1,3,6,1,1,2,6,1,1,105,23,2,8,77820,0
Rajasthan,2022,5,5,2,3,2,4,4,7,6,2,3,39,39,2,7,78900,0
Jammu and Kashmir,2022,5,5,0,1,7,0,3,7,5,5,2,87,69,2,1,13380,0
Tripura,2023,5,4,2,2,6,0,1,7,5,6,1,95,66,2,8,26700,0
Madhya Pradesh,2019,5,4,2,3,2,4,3,7,6,5,3,41,45,1,4,61080,0
Odisha,2020,5,5,0,2,4,10,4,2,5,1,4,89,25,2,1,47940,1
